Ranking;Nombre;NIF;patentes;ano_constitucion;poblacion;comarca;sector_amigable;grupo_empresarial;rol_en_grupo;ventas_confianza;empleados_numero;empleados_fuente;ceo_actual;ventas_reales;ventas_fuente;inversores_capital_privado;usa_ia;ia_detalle;stack_nivel;stack_detalle;equipo_tech_estimacion;roles_tech_detectados;pct_exportacion;inversion_id;mercado_b2b_b2c;posicion_mercado;producto_propio;mercado_cotizacion;tipologia_propiedad;taxonomia_confianza;taxonomia_razonamiento;rol_ecosistema;rol_ecosistema_confianza;rol_ecosistema_razonamiento;es_campeona_oculta
3,607;GOENA BASOLANAK SL.;B75213017;0.0;2019;Ataun;Goierri;Siderurgia y metalurgia;;independiente;baja;3.0;eInforma;;;;;;;;;sin evidencia;;;;B2B;Regional;No (servicios forestales y compraventa de madera);No cotiza;Empresa familiar — Pyme;alta;Socio único Juan Jose Goena Imaz (persona física). Aunque ventas 25M€ supera el umbral de 50M€ no se alcanza, y con solo 3 empleados no supera los 250. Queda en Pyme familiar.;Resto del tejido empresarial;alta;Empresa de servicios forestales y compraventa de madera. Solo 3 empleados pese a ventas declaradas de 25M€ (posiblemente holding o intermediario). Sin liderazgo de nicho, sin producto propio, mercado local.;
3,609;LA FINCA DEL JAMON SL;B20775441;0.0;2004;Irun;Bidasoa;Comercio al por mayor;;independiente;baja;;einforma;;;;;;;;;sin evidencia;;Alto (empresa especializada en venta a exportación);;B2B;Nacional;No (distribuidor mayorista de marcas de jamones y embutidos ibéricos y de cerdo blanco);No cotiza;Filial de grupo español no vasco;media;Adquirida en noviembre 2025 por Grupo Biok, con sede en Navarra (fuera de Euskadi). Control por matriz española no vasca → categoría 2.;Resto del tejido empresarial;alta;Adquirida en 2025 por Grupo Biok (Navarra), por lo que pasa a ser filial de grupo español no vasco. Distribuidor mayorista especializado en exportación de productos ibéricos, referente nacional en su segmento. Encaja en tractora por su tamaño (25M€) y nueva propiedad foránea.;
3,612;SUMINISTROS LA FRONTERA SL;B20722815;0.0;2001;Irun;Bidasoa;Comercio al por mayor;;independiente;baja;1.0;eInforma (año 2018, actualizado 29/09/2023);;;Rango reportado: 0,6-1,5M€ (Informa D&B) o 750K-1,5M€ (Axesor). Dato de 25M€ no verificado en fuentes públicas.;;No;;;;sin evidencia;;0;;B2B;Regional;No (distribuidor/mayorista);No cotiza;Empresa familiar — Pyme;baja;Accionariado no identificado públicamente. Ventas 25M€ con 1 empleado (posiblemente holding o empresa instrumental). Por defecto, pyme vasca sin datos = empresa familiar pyme.;Resto del tejido empresarial;alta;Mayorista de perfumería, droguería y bazar. Solo 1 empleado declarado pese a 25M€ en ventas (posible empresa intermediaria o holding). Sin exportación, mercado local, sin producto propio ni liderazgo de nicho.;
3,618;DIMACONA SIGLO XXI SL;B20938916;0.0;2007;Irun;Bidasoa;Sedes centrales y consultoría de gestión;;independiente;baja;1.0;einforma/empresite;;;;;;;;;sin evidencia;;;;B2B;;No (servicios de asesoramiento y consultoría);No cotiza;Empresa familiar — Pyme;baja;Accionariado no identificado. 1 empleado y 25M€ de ventas sugiere posible sociedad instrumental o holding. Sin datos suficientes, se asigna por defecto empresa familiar pyme.;Resto del tejido empresarial;alta;Empresa de asesoramiento y consultoría con 1 empleado declarado. Perfil de sociedad instrumental o holding. Sin liderazgo de nicho, sin producto propio ni escala relevante.;
3,619;ALFA EUSKADI SL.;B75184929;0.0;2017;Errenteria;Bidasoa;Logística y almacenamiento;;independiente;baja;5.0;Empresite/eInforma 2024;;;"Rango 750.001-1.500.000€ según Axesor; dato previo de 25M€ no verificado";;;;;;sin evidencia;;;;B2B;Regional;No (servicios de logística y transporte);No cotiza;Filial de multinacional extranjera;media;Socio único CORALIA SGPS SA, sociedad portuguesa (SGPS = Sociedade Gestora de Participações Sociais, forma jurídica portuguesa). Sede fuera de España → filial de multinacional extranjera.;Resto del tejido empresarial;alta;Filial de CORALIA SGPS SA (multinacional extranjera), pero con solo 5 empleados y 25M€ declarados. Tamaño local insuficiente para considerarse tractora significativa (umbral >100 empleados o >50M€ con presencia local relevante). Servicios logísticos de alcance regional.;
3,62;MICHEL INSTRUMENTOS SOCIEDAD ANONIMA;A20166799;0.0;1924;Donostia-San Sebastián;Donostialdea;Comercio al por mayor;;independiente;baja;5.0;eInforma 2024, Empresite 2024;José Michel Rodríguez;;No disponible cifra exacta 2024. eInforma indica crecimiento 14.6% 2023-2024 pero no publica cifra base;;;;;;sin evidencia;;;;B2B;Regional;No (distribuidor/comercializador de marcas terceras);No cotiza;Empresa familiar — Pyme;alta;Empresa familiar en tercera generación (familia Michel). Ventas 25M€ y 5 empleados, no supera umbrales de gran grupo (>50M€ o >250 empleados). Sin PE identificado.;Resto del tejido empresarial;alta;Distribuidor familiar de instrumentos de medida con larga trayectoria (desde 1924). Empresa regional sin producto propio, comercializa marcas de terceros. Sin liderazgo de nicho ni escala suficiente para categorías superiores.;
3,623;ELIZELAI SL;B20806725;0.0;2003;Tolosa;Tolosaldea;Construcción de edificios;;independiente;baja;3.0;Empresite;;;;;;;;;sin evidencia;;;;B2B;Regional;No (servicios inmobiliarios);No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. 3 empleados y 25M€ de ventas. Por defecto empresa familiar pyme, aunque el volumen de ventas con tan pocos empleados sugiere posible sociedad patrimonial o holding.;Resto del tejido empresarial;alta;Promotora inmobiliaria local con 3 empleados. Actividad de construcción y gestión inmobiliaria sin liderazgo de nicho ni escala relevante.;
3,624;PREFABRICADOS URKIA SA;A20093480;4.0;1984;Oiartzun;Bidasoa;Minerales no metálicos;;independiente;baja;8.0;eInforma 2024;Xabier Urkia Arana;;Rango 600000-1500000 según Informa D&B (no cifra exacta disponible);;No;;;;sin evidencia;;0;;B2B;Regional;Sí, prefabricados de hormigón (balaustradas, fuentes, mojones, mobiliario urbano, elementos de pavimentación);No cotiza;Empresa familiar — Pyme;alta;Controlada por familia Urkia, con Xabier Urkia Arana como Administrador Único. Ventas 25M€ y 8 empleados, no supera umbrales de gran grupo. Sin PE identificado.;Resto del tejido empresarial;alta;Fabricante de prefabricados de hormigón con producto propio y algunas patentes (4), pero mercado estrictamente regional, sin exportación y solo 8 empleados. No alcanza liderazgo de nicho internacional ni escala de campeona.;
3,628;DTC TECNOLOGIA SL.;B75113498;0.0;2014;Usurbil;Donostialdea;Comercio al por mayor;;independiente;media;13.0;"eInforma (dato registrado); entidad local Usúrbil, no grupo global";Eduardo Matesanz Iñarra;2030000.0;"infonif.economia3.com (2022: 2,03M€); Axesor (2024: entre 1,5M-3M€)";;Sí;IA en máquinas de curvado de chapas: En BIEMH 2026, DTC expone por primera vez curvadora eléctrica de DAVI con software con IA para automatización del curvado. Máquinas de inyección BOLE con sistemas inteligentes de gestión y control avanzado de procesos;Básico;Web corporativa (dtctecnologia.com), presencia LinkedIn (251 seguidores), email corporativo (dtc@dtctecnologia.com). No hay evidencia de stack tecnológico propio avanzado. Empresa de distribución/comercialización, no de desarrollo software. Utiliza herramientas estándar de gestión comercial;mínimo (<5);;;;B2B;Regional;"No (distribuidor/comercializador). Representa marcas internacionales líderes en sus sectores (DAVI es líder mundial en cilindros para chapas; Cutlite Penta es líder en sistemas láser fibra; BOLE es fabricante de máquinas inyección de precisión)";No cotiza;Empresa familiar — Pyme;alta;Unipersonal al 100% de Eduardo Matesanz Iñarra (anteriormente compartido con Laura Matesanz Iñarra, misma familia). Ventas 2M€ y 13 empleados, claramente pyme. Sin PE.;Resto del tejido empresarial;alta;Distribuidor e importador de maquinaria industrial para el mercado español. Sin producto propio, representa marcas internacionales. Pyme familiar de 13 empleados y 2M€ en ventas. Sin liderazgo de nicho propio.;
3,629;KIMUA GROUP SL.;B75210161;0.0;1992;Lizartza;Tolosaldea;Servicios auxiliares a empresas;;independiente;media;34.0;Axesor 2024 (Kimua Engineering SL, entidad local operativa);Iñaki Oreja;15000000.0;Axesor 2024 (rango 3-50M€, estimado ~15M€ para Kimua Engineering SL);;No;;Avanzado;CAD/CAE: software de renderizado 3D para diseño de productos. Sistemas de prueba: banco de pruebas Basajaun (capacidad muy alta) en Puerto Pasaia. Procesos: diseño propio, fabricación con criterios de eficiencia, trazabilidad completa. Certificaciones: ISO, EN, EN-ISO, TÜV, DNV-GL. Herramientas: software de ecodiseño para cálculo de huella ambiental;medio (5-20);Ingenieros de diseño, ingenieros de fabricación, especialistas en CAD/CAE, técnicos de pruebas, personal de I+D+i;50;Centro I+D propio en Lizartza. Inversión de 3M€ en banco de pruebas Basajaun y planta Kimua Port (Puerto Pasaia, 3.500m²). Proyectos de innovación tecnológica (SPRI, Smart Mobility Industry). Desarrollo de línea ARIN Box (cajas ultraligeras ecodiseño). Considerable trabajo de I+D+i en actualización tecnológica constante;B2B;Nacional;"Sí, soluciones integrales llave en mano: utillajes de elevación, volteo, transporte y fijación de componentes eólicos (torres, nacelles, bujes, palas); lifting spreaders para ferrocarril; sistemas de manipulación para siderurgia; línea ARIN Box (cajas ultraligeras); servicios de renting de equipos de elevación; consultoría especializada";No cotiza;Empresa familiar — Pyme;media;Capital privado familiar no público. Ventas 15M€ y 34 empleados, por debajo de los umbrales de gran grupo (>50M€ o >250 empleados). No se identifica PE con ≥20%.;Campeona oculta;alta;Empresa especializada en soluciones de elevación para sectores eólico, ferroviario y siderúrgico con producto propio, 50% exportación e inversión en I+D. Interesante perfil innovador, pero con 34 empleados y 15M€ no alcanza liderazgo mundial en nicho demostrable ni los umbrales de campeona oculta confirmada. Pyme industrial avanzada con potencial.;
3,631;CUBIERTAS DE PIZARRA PIZAR-NORT SL;B20718946;0.0;2000;Donostia-San Sebastián;Donostialdea;Instalaciones y acabados de obra;;independiente;media;7.0;eInforma (22/11/2024) - entidad local Donostia;;1200000.0;Informa D&B 2024 - rango 0,6-1,5M€, estimado ~1,2M€ con crecimiento 6,66% 2023;;No;;;;sin evidencia;;0;;B2B;Regional;No (servicios de contratación especializada en cubiertas);No cotiza;Empresa familiar — Pyme;media;Descrita como empresa familiar de tamaño microempresa. Ventas 1,2M€ y 7 empleados. Sin datos de PE ni estructura societaria compleja.;Resto del tejido empresarial;alta;Microempresa especializada en cubiertas de pizarra, zinc y cobre. 7 empleados, 1.2M€, mercado regional, sin exportación ni producto propio. Contratista local especializado.;
3,633;CAMACHO SA;A20045829;0.0;1945;Antzuola;Alto Deba;Productos metálicos;;independiente;media;3.0;Empresite/eInforma 2024;Camacho Olaeta Intza;750000.0;Axesor/Empresia (rango 500.000-1.000.000€, estimación conservadora);;No;;;;sin evidencia;;0;"Subvención SPRI recibida; 2 marcas registradas (1 nacional, 1 comunitaria); sin evidencia de centro I+D propio";B2B;Regional;Sí, clavos y productos de alambre trefilado con recubrimientos especializados;No cotiza;Empresa familiar — Pyme;media;Administrada por Camacho Olaeta Intza, apellido coincidente con la razón social, indicativo de empresa familiar. Ventas 750K€ y 3 empleados, claramente pyme. Sin PE identificado.;Resto del tejido empresarial;alta;Fabricante familiar de clavos y productos de alambre con recubrimientos. Solo 3 empleados y 750K€ en ventas, sin exportación. Producto propio pero sin liderazgo de nicho internacional ni escala relevante.;
3,636;EIZAGUIRRE EGUIGUREN SL.;B75222570;0.0;2019;Azpeitia;Urola-Costa;Logística y almacenamiento;;independiente;baja;1.0;eInforma;;;;;;;;;sin evidencia;;;;;;;No cotiza;Empresa familiar — Pyme;media;Administrador Único persona física (Eguiguren Orbea Maria Aranzazu). 1 empleado y 25M€ de ventas sugiere posible sociedad de transporte o holding familiar. Sin PE identificado.;Resto del tejido empresarial;alta;Empresa de transporte de mercancías por carretera con 1 empleado declarado. Posible sociedad instrumental o de tenencia. Sin liderazgo de nicho ni escala relevante.;
3,639;ADAKI DISEINUA ETA PUBLIZITATEA SL;B20828729;0.0;2003;Ezkio-Itsaso;Goierri;Servicios profesionales diversos;;independiente;baja;12.0;eInforma 2023;;;;;;;Básico;PHP, Laravel, MySQL, WordPress, JavaScript, jQuery, diseño web, herramientas de marketing digital estándar;mínimo (<5);Ingeniero/a informático (oferta de empleo activa para desarrollo web);;;B2B;Regional;No (servicios de agencia: branding, diseño, comunicación, marketing);No cotiza;Empresa familiar — Pyme;media;Probablemente familiar según los datos disponibles, dirigida por Andoni Larrañaga Igarza y Tomas Mendizabal Aizbitarte. Ventas 25M€ y 12 empleados, no supera umbrales de gran grupo. Sin PE identificado.;Resto del tejido empresarial;alta;Agencia de marketing y branding regional con 12 empleados. Servicios B2B locales/regionales sin liderazgo de nicho ni escala suficiente para categorías superiores.;
3,64;IAL SOFTWARE ENGINEERING S.A.;A20631461;0.0;1998;Zumaia;Urola-Costa;Tecnologías de la información;;independiente;baja;1.0;eInforma (actualizado 08/07/2025);José Luis Iparraguirre Álvarez;;Rango 1-250.000€ según Axesor (2023) - cifra exacta no disponible;;;;;;sin evidencia;;0;;B2B;Nacional;No (servicios de consultoría y evaluación CMMI);No cotiza;Empresa familiar — Pyme;alta;Administrador único y propietario mayoritario/total es José Luis Iparraguirre Álvarez (persona física). Ventas 25M€ pero solo 1 empleado registrado, estructura unipersonal. Sin PE ni multinacional. Pyme familiar.;Resto del tejido empresarial;alta;Consultora de servicios TI especializada en CMMI/ITIL. Sin exportación, sin producto propio, 1 empleado registrado. Referente nacional en su nicho de consultoría pero no cumple criterios de campeona oculta (no fabricante, no exporta, no I+D significativo). Pyme de servicios local.;
3,642;URBAR SOLUCIONES DE INGENIERIA SL.;B86585940;0.0;2012;Asteasu;Tolosaldea;Comercio al por mayor;;independiente;baja;3.0;eInforma 2024 - entidad local URBAR SOLUCIONES DE INGENIERIA SL;Salama Falabella Rafael;;;;;;;;sin evidencia;;;Centro I+D en Asteasu (grupo Urbar Ingenieros). Proyectos de expansión en curso (2024-2025);B2B;Nacional;Sí, maquinaria vibrante industrial: alimentadores vibratorios, elevadores vibratorios, vibradores eléctricos/neumáticos/hidráulicos, tamices vibrantes, cañones neumáticos;No cotiza;Filial de grupo español no vasco;media;Administrador único es URBAR INGENIEROS SA, empresa cotizada española con sede fuera de Euskadi (Madrid). Control >50% por matriz española no vasca.;Resto del tejido empresarial;alta;Filial de Urbar Ingenieros S.A., grupo español no vasco cotizado en BME. Comercializa maquinaria vibrante industrial con producto propio y presencia internacional. Tipología Dim2 confirmada como filial de grupo español no vasco. Tamaño reducido (3 empleados) pero actúa como brazo comercial del grupo en Gipuzkoa.;
3,644;SESOSGI S.L.;B20880282;0.0;2005;Donostia-San Sebastián;Donostialdea;Servicios sociales;;independiente;baja;13.0;eInforma 2023 (16/06/2025);Mauro Vergara Casado;;"Rango estimado 750.001-1.500.000€ (Axesor 2023); fuentes indican disminución 7.22% 2022-2023";;Sí;Desarrollo de aplicación móvil (app tablet/smartphone) para monitorización del estado biopsicosocial de personas mayores dependientes. Subvención de 25.000€ del Gobierno Vasco (2019) para proyecto de innovación tecnológica en cuidados geriátricos;Básico;"Informatización de datos sanitarios; aplicación móvil para monitorización; gestión de información asistencial; sistemas de registro de información sanitaria";mínimo (<5);;;"Proyecto de innovación tecnológica financiado por Gobierno Vasco (2019); desarrollo de app de monitorización biopsicosocial; enfoque en innovación en servicios socio-sanitarios";B2B;Regional;Sí, aplicación móvil de monitorización del estado biopsicosocial para cuidados de personas mayores dependientes;No cotiza;Empresa familiar — Pyme;baja;Administrador-gerente Mauro Vergara Casado. Vinculación histórica con Equinoccio Viajes SAL (ya cesada). Sin datos claros de accionariado. 13 empleados, ventas 25M€ (posiblemente dato estimado). Por defecto, estructura de pyme con gestión familiar/personal.;Resto del tejido empresarial;alta;Empresa de servicios socio-sanitarios y geriatría de ámbito regional. Pyme familiar con 13 empleados. Aunque tiene un proyecto de app innovadora, su mercado es local/regional, sin exportación ni liderazgo de nicho internacional. Encaja en el tejido de servicios locales.;
3,645;INDUSTRIAS JARRAIKI SL;B20731576;3.0;2001;Beasain;Goierri;Maquinaria y equipo;;independiente;baja;3.0;eInforma 2023;;;Informa: entre 300-600k€ (no se confirma cifra de 25M€);;;;;;sin evidencia;;0;;B2B;Regional;No (servicios de subcontratación mecánica: mecanización, troqueles, erosión por hilo);No cotiza;Empresa familiar — Pyme;alta;Propiedad de la familia Imaz: Justo Imaz como propietario, Idoia Imaz como directora financiera. Control familiar claro. 3 empleados registrados, sin PE ni multinacional. Pyme familiar.;Resto del tejido empresarial;alta;Taller de mecanización de precisión, fabricación de utillajes y troqueles. Empresa familiar con 3 empleados, mercado local, sin exportación, sin producto propio. Subcontratista industrial típico del tejido auxiliar de Gipuzkoa. Las 3 patentes no compensan la escala y posición local.;
3,646;BEREZI KONCEPT SL;B75019240;0.0;2010;Getaria;Urola-Costa;Comercio al por mayor;;independiente;media;2.0;eInforma - entidad local Getaria;;25000000.0;datos previos verificados - sin actualización más reciente disponible;;;;;;sin evidencia;;;;B2B;Regional;Sí, comercialización de pescados y productos derivados de la pesca y acuicultura;No cotiza;Empresa familiar — Pyme;baja;Sin datos públicos de accionariado. 2 empleados, ventas 25M€ (posiblemente estimado). Por defecto estadístico para pyme vasca sin datos: empresa familiar pyme.;Resto del tejido empresarial;alta;Comercializadora mayorista de productos alimentarios (pescado y derivados). 2 empleados, mercado local, sin exportación ni I+D. Pyme de distribución alimentaria sin liderazgo de nicho ni escala relevante.;
3,647;STEINBACH&VOLLMANN IBERICA SL.;B75117911;0.0;2014;Arrasate/Mondragón;Alto Deba;Comercio al por mayor;;independiente;media;2.0;eInforma, Empresite (año 2022);Ayerbe Azcoaga Antton;1200000.0;Guía Empresas, Empresite (rango 0,6-1,5 millones €, estimado 1,2M);Endurance Capital (holding de capital privado alemán, accionista del grupo STUV);No;;;;sin evidencia;;;;B2B;Regional;No (distribuidor/comerciante mayorista de productos fabricados por Steinbach & Vollmann GmbH);No cotiza;Filial de multinacional extranjera;alta;100% controlada por Steinbach & Vollmann GmbH, empresa con sede en Alemania. Matriz extranjera con control total. Primera categoría de la regla de prelación.;Resto del tejido empresarial;alta;Filial 100% de Steinbach & Vollmann GmbH (Alemania), multinacional del sector de herrajes industriales controlada por Endurance Capital. Actúa como delegación comercial para España y Portugal. Tamaño muy reducido (2 empleados, 1.2M€), lo que limita su impacto tractor, pero la tipología de propiedad es inequívocamente filial multinacional extranjera.;
3,648;APUESTAS DE ASTURIAS SL.;B75180356;0.0;2014;Zamudio;Fuera de Gipuzkoa;Ocio, deporte y cultura;;independiente;baja;70.0;Estimación Grupo;;;;;;;;;sin evidencia;;;;B2B;;No (distribuidor de máquinas de apuestas);No cotiza;Participada por PE / capital riesgo / family office;media;Controlada por Grupo RETA, descrito como capital privado no cotizado. Si RETA es un fondo o holding de PE/capital privado con ≥20%, aplica categoría 6. 70 empleados pero sin datos claros de ventas reales. Confianza media por falta de detalle sobre estructura exacta de RETA.;Resto del tejido empresarial;alta;Explotadora de máquinas de apuestas participada por Grupo RETA (capital privado). 70 empleados y 25M€ de ventas dan cierta escala, pero es un distribuidor/operador de juego sin producto propio, sin I+D y sin liderazgo de nicho. No encaja en campeona tractora al no ser filial de multinacional con presencia productiva en Gipuzkoa.;
3,656;ELEKTRONIKA UNXAMA SL;B20958955;0.0;2007;Oiartzun;Bidasoa;Ocio, deporte y cultura;;independiente;baja;3.0;Rango 0-10 según Páginas Amarillas y Axesor (2024), pero sin cifra exacta confirmada;;;"Rango 500.000-1.000.000€ según Páginas Amarillas y Empresia; rango 750.001-1.500.000€ según Axesor. Dato previo de 25.000.000€ NO VERIFICADO en fuentes públicas";;;;;;sin evidencia;;;;B2B;Regional;No (distribuidor/explotador de máquinas automáticas de terceros);No cotiza;Empresa familiar — Pyme;baja;Socio único aparente: Francisco Javier Michelena Otamendi (persona física). Dato no verificado en búsqueda actual según el propio accionariado. 3 empleados. Si es socio único persona física, es empresa unipersonal/familiar pyme.;Resto del tejido empresarial;alta;Distribuidor/explotador de máquinas tragaperras. Empresa familiar con 3 empleados, mercado local, sin producto propio ni exportación. Operador de juego de pequeña escala, típico del tejido empresarial local.;
3,659;AUTOMATISMOS DICOELEC SL;B20874079;0.0;2005;Errenteria;Bidasoa;Material y equipo eléctrico;;independiente;baja;13.0;Empresite (año 2024), eInforma (año 2024);;;"Rango estimado 750.001-1.500.000€ según Axesor; sin cifra exacta disponible";;;;;;sin evidencia;;;;B2B;Regional;"Sí, servicios de montaje eléctrico especializado en líneas de procesado de aceros laminados; diseño de planos en Eplan, fabricación y montaje de cuadros y armarios eléctricos";No cotiza;Empresa familiar — Pyme;media;Administradores mancomunados son personas físicas (Oñatibia Salvador Unai, Gil Alonso Raul). Estructura descrita como empresa familiar pequeña. 13 empleados, sin PE ni multinacional. Pyme familiar.;Resto del tejido empresarial;alta;Empresa de montaje eléctrico especializado en líneas de procesado de aceros laminados. Pyme familiar con 13 empleados, mercado local, sin exportación ni I+D formal. Subcontratista eléctrico del sector siderúrgico local, encaja en el tejido auxiliar industrial de Gipuzkoa.;
3,66;BARAMAR SEA FOOD SL.;B75149807;0.0;2016;Irun;Bidasoa;Comercio al por mayor;;independiente;baja;1.0;Empresite (año 2024);;;;;;;;;sin evidencia;;0;;B2B;Regional;No (comerciante mayorista de bacalao);No cotiza;Empresa familiar — Pyme;baja;Administradores solidarios son personas físicas (Tojal Berrondo Luis-Ángel, González Grande José Manuel). Información accionarial actualizada no disponible. 1 empleado registrado. Por estructura y tamaño, clasificada como pyme familiar por defecto.;Resto del tejido empresarial;alta;Comerciante mayorista de bacalao. 1 empleado registrado, sin exportación, mercado regional. Pyme de distribución alimentaria especializada sin liderazgo de nicho internacional ni escala relevante.;
3,661;THE GLOW FACTORY SL.;B72783277;0.0;2022;Donostia-San Sebastián;Donostialdea;Química, petroquímica y farmacia;;independiente;baja;;Empresa de reciente creación;;;;;No;;Básico;Plataforma e-commerce (Shopify o similar), gestión de pedidos online, email marketing;mínimo (<5);;0;;B2C;Regional;Sí, velas aromáticas artesanales Book & Glow (marca propia);No cotiza;Empresa familiar — Pyme;alta;Administradores solidarios y propietarios son Elisabet Moreno Mora y Natan Jobajuria Mendivil, descrita explícitamente como empresa familiar. Sin PE ni multinacional. Pyme familiar.;Resto del tejido empresarial;alta;Fabricante artesanal de velas aromáticas veganas con venta online B2C. Empresa familiar pequeña, mercado local, sin exportación ni I+D. Emprendimiento de nicho de consumo sin escala ni liderazgo internacional.;
3,663;J. A. GALARDI-GALYFER S.L.;B20964847;0.0;2008;Astigarraga;Donostialdea;Comercio al por mayor;;independiente;baja;2.0;eInforma 2024;;;"Rango 250.001-750.000€ según Axesor; cifra exacta no disponible públicamente";;;;;;sin evidencia;;;;B2B;Regional;Sí, muelles, arandelas de platillo y aislantes industriales;No cotiza;Empresa familiar — Pyme;media;Descrita explícitamente como empresa familiar, aunque estructura de propiedad específica no identificada públicamente. 2 empleados, sin PE ni multinacional. Pyme familiar.;Resto del tejido empresarial;alta;Fabricante de muelles, arandelas de platillo y aislantes industriales. Empresa familiar con 2 empleados y mercado regional. Aunque tiene producto propio B2B en componentes industriales, su escala (2 empleados) y posición regional impiden clasificarla como campeona oculta. Proveedor de componentes del tejido industrial local.;
3,667;BURUMART COMMERCE SL.;B75070599;0.0;2012;Arrasate/Mondragón;Alto Deba;Industria alimentaria;;independiente;baja;3.0;Axesor, Informa D&B - entidad local Gipuzkoa;;;Datos registrados entre 600000-1500000€ (Informa/Axesor), no se confirma cifra de 25M€;;No;;Básico;Plataforma e-commerce (Shopify o similar), gestión de envíos (Correos Express), CRM básico. No hay evidencia de stack avanzado.;mínimo (<5);;;;B2C;Regional;Sí, cultivos de kéfir de leche, kéfir de agua, kombucha (SCOBY) y fermentos para yogur bajo marca Kefiralia;No cotiza;Empresa familiar — Pyme;alta;Administradores mancomunados Ion Buruaga Arteaga y Asier Lecuona Martinez, descrita como empresa familiar/emprendimiento. 3 empleados, sin PE ni multinacional. Pyme familiar.;Resto del tejido empresarial;alta;Empresa de comercio electrónico B2C de alimentos fermentados (marca Kefiralia). Pyme familiar con 3 empleados, mercado local, sin exportación ni I+D formal. Emprendimiento alimentario de nicho sin escala ni liderazgo internacional.;
3,671;PEVIALDE SL;B20581997;0.0;1997;Olaberria;Goierri;Hostelería, turismo y restauración;;independiente;baja;17.0;Empresite (año 2023) - entidad local Olaberria;;;;;;;;;sin evidencia;;;;B2C;Regional;Sí, Hotel Castillo de 3 estrellas con 30 habitaciones, restaurante, cafetería y bar;No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. 17 empleados, gestión de hotel en Olaberria (Gipuzkoa). Por defecto estadístico para pyme vasca de hostelería sin datos: empresa familiar pyme.;Resto del tejido empresarial;alta;Gestora del Hotel Castillo de 3 estrellas en Olaberria. Pyme hotelera local con 17 empleados, mercado B2C local. Sin exportación, sin I+D, sin liderazgo de nicho. Negocio de hostelería y turismo local típico del tejido empresarial de Gipuzkoa.;
3,673;ITXASFAR SL;B20675997;0.0;1999;Azkoitia;Urola-Costa;Automoción;;independiente;media;3.0;eInforma (año 2022, actualizado 15/05/2024);;1050000.0;"Informa D&B: rango 0,6-1,5 millones € (2022); eInforma reporta caída 21,42% en 2022 vs 2021";;;;;;sin evidencia;;;;B2B;Regional;No (servicios de reparación y construcción a medida);No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. 3 empleados, ventas 1,05M€. Pequeña empresa de reparación naval/industrial. Por defecto estadístico para pyme vasca sin datos: empresa familiar pyme.;Resto del tejido empresarial;alta;Taller de construcción y reparación de maquinaria naval e industrial. Empresa familiar con 3 empleados y 1M€ de ventas, mercado local, sin producto propio ni exportación. Pequeño taller de servicios industriales y navales del tejido auxiliar local.;
3,674;ARANPLAST SL;B20387072;0.0;1991;Andoain;Donostialdea;Caucho y plásticos;;independiente;media;5.0;eInforma (año 2023);;780000.0;Dun & Bradstreet (datos recientes);;;;;;sin evidencia;;;;B2B;Regional;Sí, envases y embalajes de plástico, bolsas de plástico;No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. Pyme vasca de 5 empleados y 780K€ de ventas. Por defecto estadístico: empresa familiar pyme.;Resto del tejido empresarial;alta;Pyme local de fabricación de envases y embalajes de plástico. 5 empleados, 780K€ de ventas, sin patentes, mercado local. Sin liderazgo de nicho ni escala relevante.;
3,676;SUMINISTROS INDUSTRIALES CARMELO IRIONDO SL;B20436374;0.0;1992;Elgoibar;Bajo Deba;Comercio al por mayor;;independiente;media;3.0;eInforma 2023;Eneko Iriondo Unzilla;1000000.0;Informa/Axesor 2023: rango 0,6-1,5M€ (estimación central 1M€);;No;;Básico;Web corporativa básica (renovada recientemente tras web de 2000). Compromiso declarado de renovación digital. Sin evidencia de ERP, CRM o herramientas avanzadas. Operación manual/tradicional.;sin evidencia;;;;B2B;Regional;No, distribuidor de marcas terceras (Fuchs, Propa Group, Henkel Loctite, Festo, CRC);No cotiza;Empresa familiar — Pyme;alta;Empresa familiar explícita de cuarta generación, administrada por Eneko Iriondo Unzilla y Miren Aintzane Unzilla Gorriti. Ventas 1M€ y 3 empleados, muy por debajo de los umbrales de gran grupo.;Resto del tejido empresarial;alta;Distribuidor familiar de lubricantes y productos industriales. 3 empleados, 1M€ de ventas, sin producto propio, mercado local. Empresa de distribución sin liderazgo de nicho.;
